Modelo,Marca,Título,Precio Lista,Precio Especial,Su Precio,Existencias,Código Fiscal,Peso Kg,Descripción,Imagen Principal,Tipo de Cambio,Menu Nvl 1,Menu Nvl 2,Menu Nvl 3,Link SYSCOM,Link Privado,ID Menu Nvl 1,ID Menu Nvl 2,ID Menu Nvl 3,ID Producto,Modelo Limpio,Es Kit,Stock Kits Origen Multiples Sucursales
05106098,,,137.00,122.96,75.54,3,32131000,0,<div style='width: 100%; max-width: 1200px; margin: 0 auto; font-family: sans-serif; line-height: 1.6; color: inherit; background-color: transparent;'><div style='display: flex; flex-wrap: wrap; gap: 30px; margin-bottom: 30px;'><div style='flex: 1 1 300px; min-width: 280px;'><h3 style='font-size: 22px; border-bottom: 2px solid currentColor; padding-bottom: 5px; margin-top: 0; color: inherit; opacity: 0.8;'>Características</h3><ul style='padding-left: 20px; font-size: 15px; color: inherit;'><li style='margin-bottom: 5px;'>TARJETA D/CONEXIONES P/FASTRAX</li><li style='margin-bottom: 5px;'>Modelo: 05106098</li></ul></div></div><hr style='border: 0; border-top: 1px solid rgba(150&comma; 150&comma; 150&comma; 0.3); margin: 30px 0;'></div>,,17.13,---,---,---,www.syscom.mx/producto/05106098--38938.html,http://www.productos-info.com/s/mx/es/104590664/26b2d647a8c20426d5f10ea035da6a35/0/05106098--38938.html,---,---,---,38938,05106098,no,0
052905A01,,,0.00,0.00,0,0,------,0,<div style='width: 100%; max-width: 1200px; margin: 0 auto; font-family: sans-serif; line-height: 1.6; color: inherit; background-color: transparent;'> <div style='display: flex; flex-wrap: wrap; gap: 30px; margin-bottom: 30px;'> <div style='flex: 1 1 300px; min-width: 280px;'> <h3 style='font-size: 22px; border-bottom: 2px solid currentColor; padding-bottom: 5px; margin-top: 0; color: inherit; opacity: 0.8;'>Información del Producto</h3> <ul style='padding-left: 20px; font-size: 15px; color: inherit;'> <li style='margin-bottom: 5px;'><strong>Producto:</strong> MANUAL DE SERVICIO P/MDS2310</li> <li style='margin-bottom: 5px;'><strong>Marca:</strong> </li> <li style='margin-bottom: 5px;'><strong>Modelo:</strong> 052905A01</li> </ul> </div> </div> <div style='display: flex; flex-wrap: wrap; gap: 20px; margin-bottom: 30px;'> <div style='flex: 1 1 250px; border: 1px solid rgba(150&comma; 150&comma; 150&comma; 0.4); border-radius: 8px; overflow: hidden; display: flex; flex-direction: column;'> <div style='padding: 15px; border-bottom: 1px solid rgba(150&comma; 150&comma; 150&comma; 0.2); font-weight: bold; font-size: 18px; color: inherit;'>Detalles Técnicos</div> <div style='padding: 15px; color: inherit;'> <ul style='padding-left: 20px; margin: 0; font-size: 14px; list-style-type: disc;'> <li style='margin-bottom: 5px;'><strong>Modo:</strong> MEJORAR_BASICO</li> </ul> </div> </div> </div> <hr style='border: 0; border-top: 1px solid rgba(150&comma; 150&comma; 150&comma; 0.3); margin: 30px 0;'> </div>,,17.13,---,---,---,www.syscom.mx/producto/052905A01--1000.html,http://www.productos-info.com/s/mx/es/104590664/26b2d647a8c20426d5f10ea035da6a35/0/052905A01--1000.html,---,---,---,1000,052905A01,no,0
0560K0.25W,,,0.18,0.18,0.11,0,------,0,<div style='width: 100%; max-width: 1200px; margin: 0 auto; font-family: sans-serif; line-height: 1.6; color: inherit; background-color: transparent;'> <!-- Sección de contenido con flex/grid --> <div style='display: flex; flex-wrap: wrap; gap: 30px; margin-bottom: 30px;'> <div style='flex: 1 1 300px; min-width: 280px;'> <h3 style='font-size: 22px; border-bottom: 2px solid currentColor; padding-bottom: 5px; margin-top: 0; color: inherit; opacity: 0.8;'>Información del Producto</h3> <ul style='padding-left: 20px; font-size: 15px; color: inherit;'> <li style='margin-bottom: 5px;'><strong>Producto:</strong> RESIST. 560 KOHM A .25 DE W</li> <li style='margin-bottom: 5px;'><strong>Marca:</strong> Sin especificar</li> <li style='margin-bottom: 5px;'><strong>Modelo:</strong> 0560K0.25W</li> </ul> </div> </div> <!-- Sección de especificaciones --> <div style='display: flex; flex-wrap: wrap; gap: 20px; margin-bottom: 30px;'> <div style='flex: 1 1 250px; border: 1px solid rgba(150&comma; 150&comma; 150&comma; 0.4); border-radius: 8px; overflow: hidden; display: flex; flex-direction: column;'> <div style='padding: 15px; border-bottom: 1px solid rgba(150&comma; 150&comma; 150&comma; 0.2); font-weight: bold; font-size: 18px; color: inherit;'>Especificaciones</div> <div style='padding: 15px; color: inherit;'> <ul style='padding-left: 20px; margin: 0; font-size: 14px; list-style-type: disc;'> <li style='margin-bottom: 5px;'><strong>Valor:</strong> 560 kΩ</li> <li style='margin-bottom: 5px;'><strong>Potencia:</strong> 0.25 W</li> </ul> </div> </div> </div> <!-- Separador --> <hr style='border: 0; border-top: 1px solid rgba(150&comma; 150&comma; 150&comma; 0.3); margin: 30px 0;'> </div>,,17.13,---,---,---,www.syscom.mx/producto/0560K0.25W--1012.html,http://www.productos-info.com/s/mx/es/104590664/26b2d647a8c20426d5f10ea035da6a35/0/0560K0.25W--1012.html,---,---,---,1012,0560K0.25W,no,0
0560K00.5W,,,0.18,0.18,0.11,0,------,0,<div style='width: 100%; max-width: 1200px; margin: 0 auto; font-family: sans-serif; line-height: 1.6; color: inherit; background-color: transparent;'><div style='display: flex; flex-wrap: wrap; gap: 30px; margin-bottom: 30px;'><div style='flex: 1 1 300px; min-width: 280px;'><h3 style='font-size: 22px; border-bottom: 2px solid currentColor; padding-bottom: 5px; margin-top: 0; color: inherit; opacity: 0.8;'>Características del Producto</h3><ul style='padding-left: 20px; font-size: 15px; color: inherit;'><li style='margin-bottom: 5px;'><strong>Producto:</strong> RESIST. 560 KOHMS A .5 DE WATT</li><li style='margin-bottom: 5px;'><strong>Marca:</strong> </li><li style='margin-bottom: 5px;'><strong>Modelo:</strong> 0560K00.5W</li></ul></div></div><div style='display: flex; flex-wrap: wrap; gap: 20px; margin-bottom: 30px;'><div style='flex: 1 1 250px; border: 1px solid rgba(150&comma; 150&comma; 150&comma; 0.4); border-radius: 8px; overflow: hidden; display: flex; flex-direction: column;'><div style='padding: 15px; border-bottom: 1px solid rgba(150&comma; 150&comma; 150&comma; 0.2); font-weight: bold; font-size: 18px; color: inherit;'>Especificaciones Técnicas</div><div style='padding: 15px; color: inherit;'><ul style='padding-left: 20px; margin: 0; font-size: 14px; list-style-type: disc;'><li style='margin-bottom: 5px;'><strong>Resistencia:</strong> 560 kΩ</li><li style='margin-bottom: 5px;'><strong>Potencia:</strong> 0.5 W</li></ul></div></div></div><hr style='border: 0; border-top: 1px solid rgba(150&comma; 150&comma; 150&comma; 0.3); margin: 30px 0;'></div>,,17.13,---,---,---,www.syscom.mx/producto/0560K00.5W--1013.html,http://www.productos-info.com/s/mx/es/104590664/26b2d647a8c20426d5f10ea035da6a35/0/0560K00.5W--1013.html,---,---,---,1013,0560K00.5W,no,0
0560O0.25W,,,0.03,0.03,0.01,0,------,0,<div style='width: 100%; max-width: 1200px; margin: 0 auto; font-family: sans-serif; line-height: 1.6; color: inherit; background-color: transparent;'><div style='display: flex; flex-wrap: wrap; gap: 30px; margin-bottom: 30px;'><div style='flex: 1 1 300px; min-width: 280px;'><h3 style='font-size: 22px; border-bottom: 2px solid currentColor; padding-bottom: 5px; margin-top: 0; color: inherit; opacity: 0.8;'>Características del Producto</h3><ul style='padding-left: 20px; font-size: 15px; color: inherit;'><li style='margin-bottom: 5px;'><strong>Producto:</strong> RESIST. 560 OHM A .25 DE WATTPTO 0845-5007472-25/11/95JZ</li><li style='margin-bottom: 5px;'><strong>Marca:</strong> Sin especificar</li><li style='margin-bottom: 5px;'><strong>Modelo:</strong> 0560O0.25W</li></ul></div></div><hr style='border: 0; border-top: 1px solid rgba(150&comma; 150&comma; 150&comma; 0.3); margin: 30px 0;'></div>,,17.13,---,---,---,www.syscom.mx/producto/0560O0.25W--1015.html,http://www.productos-info.com/s/mx/es/104590664/26b2d647a8c20426d5f10ea035da6a35/0/0560O0.25W--1015.html,---,---,---,1015,0560O0.25W,no,0
0560O00.5W,,,0.18,0.18,0.11,0,------,0,<div style='width: 100%; max-width: 1200px; margin: 0 auto; font-family: sans-serif; line-height: 1.6; color: inherit; background-color: transparent;'><div style='display: flex; flex-wrap: wrap; gap: 30px; margin-bottom: 30px;'><div style='flex: 1 1 300px; min-width: 280px;'><h3 style='font-size: 22px; border-bottom: 2px solid currentColor; padding-bottom: 5px; margin-top: 0; color: inherit; opacity: 0.8;'>Características Generales</h3><ul style='padding-left: 20px; font-size: 15px; color: inherit;'><li style='margin-bottom: 5px;'><strong>Producto:</strong> RESIST. 560OHMS A .5 DE WATT</li><li style='margin-bottom: 5px;'><strong>Marca:</strong> </li><li style='margin-bottom: 5px;'><strong>Modelo:</strong> 0560O00.5W</li></ul></div></div><div style='display: flex; flex-wrap: wrap; gap: 20px; margin-bottom: 30px;'><div style='flex: 1 1 250px; border: 1px solid rgba(150&comma; 150&comma; 150&comma; 0.4); border-radius: 8px; overflow: hidden; display: flex; flex-direction: column;'><div style='padding: 15px; border-bottom: 1px solid rgba(150&comma; 150&comma; 150&comma; 0.2); font-weight: bold; font-size: 18px; color: inherit;'>Especificaciones</div><div style='padding: 15px; color: inherit;'><ul style='padding-left: 20px; margin: 0; font-size: 14px; list-style-type: disc;'><li style='margin-bottom: 5px;'><strong>Resistencia:</strong> 560 ohms</li><li style='margin-bottom: 5px;'><strong>Potencia:</strong> 0.5 watts</li></ul></div></div></div><hr style='border: 0; border-top: 1px solid rgba(150&comma; 150&comma; 150&comma; 0.3); margin: 30px 0;'></div>,,17.13,---,---,---,www.syscom.mx/producto/0560O00.5W--1016.html,http://www.productos-info.com/s/mx/es/104590664/26b2d647a8c20426d5f10ea035da6a35/0/0560O00.5W--1016.html,---,---,---,1016,0560O00.5W,no,0
06.2K0.25W,,,0.18,0.18,0.11,0,------,0,<div style='width: 100%; max-width: 1200px; margin: 0 auto; font-family: sans-serif; line-height: 1.6; color: inherit; background-color: transparent;'> <!-- Sección de contenido con flex/grid --> <div style='display: flex; flex-wrap: wrap; gap: 30px; margin-bottom: 30px;'> <div style='flex: 1 1 300px; min-width: 280px;'> <h3 style='font-size: 22px; border-bottom: 2px solid currentColor; padding-bottom: 5px; margin-top: 0; color: inherit; opacity: 0.8;'>Características del Producto</h3> <ul style='padding-left: 20px; font-size: 15px; color: inherit;'> <li style='margin-bottom: 5px;'><strong>Producto:</strong> RESISTENCIA 6.2 KOHMS A .25 W</li> <li style='margin-bottom: 5px;'><strong>Marca:</strong> </li> <li style='margin-bottom: 5px;'><strong>Modelo:</strong> 06.2K0.25W</li> </ul> </div> </div> <!-- Separador --> <hr style='border: 0; border-top: 1px solid rgba(150&comma; 150&comma; 150&comma; 0.3); margin: 30px 0;'> </div>,,17.13,---,---,---,www.syscom.mx/producto/06.2K0.25W--1026.html,http://www.productos-info.com/s/mx/es/104590664/26b2d647a8c20426d5f10ea035da6a35/0/06.2K0.25W--1026.html,---,---,---,1026,06.2K0.25W,no,0
06.2K00.5W,,,0.18,0.18,0.11,0,------,0,<div style='width: 100%; max-width: 1200px; margin: 0 auto; font-family: sans-serif; line-height: 1.6; color: inherit; background-color: transparent;'><div style='display: flex; flex-wrap: wrap; gap: 30px; margin-bottom: 30px;'><div style='flex: 1 1 300px; min-width: 280px;'><h3 style='font-size: 22px; border-bottom: 2px solid currentColor; padding-bottom: 5px; margin-top: 0; color: inherit; opacity: 0.8;'>Características</h3><ul style='padding-left: 20px; font-size: 15px; color: inherit;'><li style='margin-bottom: 5px;'>Resistencia 6.2 kΩ</li><li style='margin-bottom: 5px;'>Potencia: 0.5W</li><li style='margin-bottom: 5px;'>Modelo: 06.2K00.5W</li></ul></div></div><div style='display: flex; flex-wrap: wrap; gap: 20px; margin-bottom: 30px;'><div style='flex: 1 1 250px; border: 1px solid rgba(150&comma; 150&comma; 150&comma; 0.4); border-radius: 8px; overflow: hidden; display: flex; flex-direction: column;'><div style='padding: 15px; border-bottom: 1px solid rgba(150&comma; 150&comma; 150&comma; 0.2); font-weight: bold; font-size: 18px; color: inherit;'>Especificaciones</div><div style='padding: 15px; color: inherit;'><ul style='padding-left: 20px; margin: 0; font-size: 14px; list-style-type: disc;'><li style='margin-bottom: 5px;'><strong>Valor:</strong> 6.2 kΩ</li><li style='margin-bottom: 5px;'><strong>Potencia:</strong> 0.5W</li><li style='margin-bottom: 5px;'><strong>Modelo:</strong> 06.2K00.5W</li></ul></div></div></div><hr style='border: 0; border-top: 1px solid rgba(150&comma; 150&comma; 150&comma; 0.3); margin: 30px 0;'></div>,,17.13,---,---,---,www.syscom.mx/producto/06.2K00.5W--1027.html,http://www.productos-info.com/s/mx/es/104590664/26b2d647a8c20426d5f10ea035da6a35/0/06.2K00.5W--1027.html,---,---,---,1027,06.2K00.5W,no,0
06.8K0.25W,,,0.18,0.18,0.11,0,------,0,<div style='width: 100%; max-width: 1200px; margin: 0 auto; font-family: sans-serif; line-height: 1.6; color: inherit; background-color: transparent;'><div style='display: flex; flex-wrap: wrap; gap: 30px; margin-bottom: 30px;'><div style='flex: 1 1 300px; min-width: 280px;'><h3 style='font-size: 22px; border-bottom: 2px solid currentColor; padding-bottom: 5px; margin-top: 0; color: inherit; opacity: 0.8;'>Características</h3><ul style='padding-left: 20px; font-size: 15px; color: inherit;'><li style='margin-bottom: 5px;'><strong>Producto:</strong> RESIST. 6.8 KOHM A .25 DE W</li><li style='margin-bottom: 5px;'><strong>Marca:</strong> </li><li style='margin-bottom: 5px;'><strong>Modelo:</strong> 06.8K0.25W</li></ul></div></div><div style='display: flex; flex-wrap: wrap; gap: 20px; margin-bottom: 30px;'><div style='flex: 1 1 250px; border: 1px solid rgba(150&comma; 150&comma; 150&comma; 0.4); border-radius: 8px; overflow: hidden; display: flex; flex-direction: column;'><div style='padding: 15px; border-bottom: 1px solid rgba(150&comma; 150&comma; 150&comma; 0.2); font-weight: bold; font-size: 18px; color: inherit;'>Especificaciones</div><div style='padding: 15px; color: inherit;'><ul style='padding-left: 20px; margin: 0; font-size: 14px; list-style-type: disc;'><li style='margin-bottom: 5px;'><strong>Valor:</strong> 6.8K Ohm</li><li style='margin-bottom: 5px;'><strong>Potencia:</strong> 0.25W</li></ul></div></div></div><hr style='border: 0; border-top: 1px solid rgba(150&comma; 150&comma; 150&comma; 0.3); margin: 30px 0;'></div>,,17.13,---,---,---,www.syscom.mx/producto/06.8K0.25W--1030.html,http://www.productos-info.com/s/mx/es/104590664/26b2d647a8c20426d5f10ea035da6a35/0/06.8K0.25W--1030.html,---,---,---,1030,06.8K0.25W,no,0
06.8K0001W,,,0.35,0.35,0.21,0,------,0,<div style='width: 100%; max-width: 1200px; margin: 0 auto; font-family: sans-serif; line-height: 1.6; color: inherit; background-color: transparent;'> <div style='display: flex; flex-wrap: wrap; gap: 30px; margin-bottom: 30px;'> <div style='flex: 1 1 300px; min-width: 280px;'> <h3 style='font-size: 22px; border-bottom: 2px solid currentColor; padding-bottom: 5px; margin-top: 0; color: inherit; opacity: 0.8;'>Características</h3> <ul style='padding-left: 20px; font-size: 15px; color: inherit;'> <li style='margin-bottom: 5px;'><strong>Producto:</strong> RESISTENC. 6.8 KOHMS A 1 WATT</li> <li style='margin-bottom: 5px;'><strong>Marca:</strong> </li> <li style='margin-bottom: 5px;'><strong>Modelo:</strong> 06.8K0001W</li> </ul> </div> </div> <hr style='border: 0; border-top: 1px solid rgba(150&comma; 150&comma; 150&comma; 0.3); margin: 30px 0;'> </div>,,17.13,---,---,---,www.syscom.mx/producto/06.8K0001W--1032.html,http://www.productos-info.com/s/mx/es/104590664/26b2d647a8c20426d5f10ea035da6a35/0/06.8K0001W--1032.html,---,---,---,1032,06.8K0001W,no,0
06043PP,,,0.05,0.05,0.03,0,------,0.29,<div style='width: 100%; max-width: 1200px; margin: 0 auto; font-family: sans-serif; line-height: 1.6; color: inherit; background-color: transparent;'><div style='display: flex; flex-wrap: wrap; gap: 30px; margin-bottom: 30px;'><div style='flex: 1 1 300px; min-width: 280px;'><h3 style='font-size: 22px; border-bottom: 2px solid currentColor; padding-bottom: 5px; margin-top: 0; color: inherit; opacity: 0.8;'>Características del Producto</h3><ul style='padding-left: 20px; font-size: 15px; color: inherit;'><li style='margin-bottom: 5px;'><strong>Producto:</strong> TORN.D/ZINC PHILLIPS 6-32X1/4PTO 3675-1000798 27/02/2001</li><li style='margin-bottom: 5px;'><strong>Marca:</strong> </li><li style='margin-bottom: 5px;'><strong>Modelo:</strong> 06043PP</li></ul></div></div><hr style='border: 0; border-top: 1px solid rgba(150&comma; 150&comma; 150&comma; 0.3); margin: 30px 0;'></div>,,17.13,---,---,---,www.syscom.mx/producto/06043PP--1042.html,http://www.productos-info.com/s/mx/es/104590664/26b2d647a8c20426d5f10ea035da6a35/0/06043PP--1042.html,---,---,---,1042,06043PP,no,0
0604IPP,,,0.00,0.00,0,0,------,0,<div style='width: 100%; max-width: 1200px; margin: 0 auto; font-family: sans-serif; line-height: 1.6; color: inherit; background-color: transparent;'><div style='display: flex; flex-wrap: wrap; gap: 30px; margin-bottom: 30px;'><div style='flex: 1 1 300px; min-width: 280px;'><h3 style='font-size: 22px; border-bottom: 2px solid currentColor; padding-bottom: 5px; margin-top: 0; color: inherit; opacity: 0.8;'>Información del Producto</h3><ul style='padding-left: 20px; font-size: 15px; color: inherit;'><li style='margin-bottom: 5px;'><strong>Producto:</strong> TOR PHILLIPS D/ZINC 6/32X1/4 CARANDELA</li><li style='margin-bottom: 5px;'><strong>Marca:</strong> </li><li style='margin-bottom: 5px;'><strong>Modelo:</strong> 0604IPP</li></ul></div></div><div style='display: flex; flex-wrap: wrap; gap: 20px; margin-bottom: 30px;'><div style='flex: 1 1 250px; border: 1px solid rgba(150&comma; 150&comma; 150&comma; 0.4); border-radius: 8px; overflow: hidden; display: flex; flex-direction: column;'><div style='padding: 15px; border-bottom: 1px solid rgba(150&comma; 150&comma; 150&comma; 0.2); font-weight: bold; font-size: 18px; color: inherit;'>Especificaciones</div><div style='padding: 15px; color: inherit;'><ul style='padding-left: 20px; margin: 0; font-size: 14px; list-style-type: disc;'><li style='margin-bottom: 5px;'><strong>Tamaño:</strong> 6/32</li><li style='margin-bottom: 5px;'><strong>Longitud:</strong> 1/4</li><li style='margin-bottom: 5px;'><strong>Acabado:</strong> D/Zinc</li><li style='margin-bottom: 5px;'><strong>Tipo:</strong> Tornillo Phillips con arandela</li></ul></div></div></div><hr style='border: 0; border-top: 1px solid rgba(150&comma; 150&comma; 150&comma; 0.3); margin: 30px 0;'></div>,,17.13,---,---,---,www.syscom.mx/producto/0604IPP--1045.html,http://www.productos-info.com/s/mx/es/104590664/26b2d647a8c20426d5f10ea035da6a35/0/0604IPP--1045.html,---,---,---,1045,0604IPP,no,0
0604MPT,,,0.10,0.10,0.06,0,------,0,<div style='width: 100%; max-width: 1200px; margin: 0 auto; font-family: sans-serif; line-height: 1.6; color: inherit; background-color: transparent;'><div style='display: flex; flex-wrap: wrap; gap: 30px; margin-bottom: 30px;'><div style='flex: 1 1 300px; min-width: 280px;'><h3 style='font-size: 22px; border-bottom: 2px solid currentColor; padding-bottom: 5px; margin-top: 0; color: inherit; opacity: 0.8;'>Características del Producto</h3><ul style='padding-left: 20px; font-size: 15px; color: inherit;'><li style='margin-bottom: 5px;'><strong>Producto:</strong> TORNILLO PHILLIPS 6-32 X 1/4inPTO 3675-1000798 27/02/2001</li><li style='margin-bottom: 5px;'><strong>Marca:</strong> </li><li style='margin-bottom: 5px;'><strong>Modelo:</strong> 0604MPT</li></ul></div></div><hr style='border: 0; border-top: 1px solid rgba(150&comma; 150&comma; 150&comma; 0.3); margin: 30px 0;'></div>,,17.13,---,---,---,www.syscom.mx/producto/0604MPT--1047.html,http://www.productos-info.com/s/mx/es/104590664/26b2d647a8c20426d5f10ea035da6a35/0/0604MPT--1047.html,---,---,---,1047,0604MPT,no,0
0604NH,,,0.05,0.05,0.03,0,------,0,<div style='width: 100%; max-width: 1200px; margin: 0 auto; font-family: sans-serif; line-height: 1.6; color: inherit; background-color: transparent;'><div style='display: flex; flex-wrap: wrap; gap: 30px; margin-bottom: 30px;'><div style='flex: 1 1 300px; min-width: 280px;'><h3 style='font-size: 22px; border-bottom: 2px solid currentColor; padding-bottom: 5px; margin-top: 0; color: inherit; opacity: 0.8;'>Características del producto</h3><ul style='padding-left: 20px; font-size: 15px; color: inherit;'><li style='margin-bottom: 5px;'><strong>Producto:</strong> TUERCA 6-32X1/4 HEX D/ZINC</li><li style='margin-bottom: 5px;'><strong>Marca:</strong> </li><li style='margin-bottom: 5px;'><strong>Modelo:</strong> 0604NH</li></ul></div></div><div style='display: flex; flex-wrap: wrap; gap: 20px; margin-bottom: 30px;'><div style='flex: 1 1 250px; border: 1px solid rgba(150&comma; 150&comma; 150&comma; 0.4); border-radius: 8px; overflow: hidden; display: flex; flex-direction: column;'><div style='padding: 15px; border-bottom: 1px solid rgba(150&comma; 150&comma; 150&comma; 0.2); font-weight: bold; font-size: 18px; color: inherit;'>Especificaciones</div><div style='padding: 15px; color: inherit;'><ul style='padding-left: 20px; margin: 0; font-size: 14px; list-style-type: disc;'><li style='margin-bottom: 5px;'><strong>Tipo:</strong> Tuerca hexagonal</li><li style='margin-bottom: 5px;'><strong>Medida:</strong> 6-32</li><li style='margin-bottom: 5px;'><strong>Diámetro:</strong> 1/4</li><li style='margin-bottom: 5px;'><strong>Material:</strong> Zinc</li></ul></div></div></div><hr style='border: 0; border-top: 1px solid rgba(150&comma; 150&comma; 150&comma; 0.3); margin: 30px 0;'></div>,,17.13,---,---,---,www.syscom.mx/producto/0604NH--1048.html,http://www.productos-info.com/s/mx/es/104590664/26b2d647a8c20426d5f10ea035da6a35/0/0604NH--1048.html,---,---,---,1048,0604NH,no,0
06053PP,,,0.60,0.60,0.36,0,------,0,<div style='width: 100%; max-width: 1200px; margin: 0 auto; font-family: sans-serif; line-height: 1.6; color: inherit; background-color: transparent;'> <!-- Sección de información básica --> <div style='display: flex; flex-wrap: wrap; gap: 30px; margin-bottom: 30px;'> <div style='flex: 1 1 300px; min-width: 280px;'> <h3 style='font-size: 22px; border-bottom: 2px solid currentColor; padding-bottom: 5px; margin-top: 0; color: inherit; opacity: 0.8;'>Información Básica</h3> <ul style='padding-left: 20px; font-size: 15px; color: inherit;'> <li style='margin-bottom: 5px;'><strong>Producto:</strong> TORNILLO PHIL. 6-32X5/16</li> <li style='margin-bottom: 5px;'><strong>Marca:</strong> </li> <li style='margin-bottom: 5px;'><strong>Modelo:</strong> 06053PP</li> </ul> </div> </div> <!-- Sección de especificaciones --> <div style='display: flex; flex-wrap: wrap; gap: 20px; margin-bottom: 30px;'> <div style='flex: 1 1 250px; border: 1px solid rgba(150&comma; 150&com
